	mean_flush	mean_caudate	detect_flush	detect_caudate	pval	qval	Gene	Ctype	dir
C20orf194	0.001	0.040	0.001	0.030	6.24E-05	2.77E-03	C20orf194	CD3abTcells	-1
ELF1	0.227	0.082	0.217	0.078	6.28E-05	2.78E-03	ELF1	CD3abTcells	1
SLC13A5	0.001	0.032	0.001	0.030	6.30E-05	2.78E-03	SLC13A5	CD3abTcells	-1
RP11-386I14.4	0.026	0.148	0.026	0.090	6.48E-05	2.84E-03	RP11-386I14.4	CD3abTcells	-1
RPL27	4.374	3.734	0.996	0.940	6.48E-05	2.84E-03	RPL27	CD3abTcells	1
CD74	1.139	0.691	0.629	0.401	6.56E-05	2.86E-03	CD74	CD3abTcells	1
CACYBP	0.178	0.053	0.173	0.048	6.68E-05	2.91E-03	CACYBP	CD3abTcells	1
RPL26	7.479	6.734	1.000	0.988	7.05E-05	3.06E-03	RPL26	CD3abTcells	1
FAM177A1	0.247	0.100	0.232	0.090	7.19E-05	3.10E-03	FAM177A1	CD3abTcells	1
NFE2L2	0.176	0.050	0.170	0.048	7.26E-05	3.12E-03	NFE2L2	CD3abTcells	1
HSPA5	0.171	0.052	0.165	0.042	7.35E-05	3.15E-03	HSPA5	CD3abTcells	1
FGG	0.706	0.418	0.560	0.323	7.49E-05	3.20E-03	FGG	CD3abTcells	1
SH3BGRL3	1.701	2.219	0.869	0.826	7.53E-05	3.20E-03	SH3BGRL3	CD3abTcells	-1
IFITM1	0.218	0.443	0.209	0.335	7.68E-05	3.26E-03	IFITM1	CD3abTcells	-1
GPR183	0.203	0.071	0.188	0.060	8.27E-05	3.50E-03	GPR183	CD3abTcells	1
UBE2D2	0.276	0.126	0.266	0.114	9.45E-05	3.98E-03	UBE2D2	CD3abTcells	1
RBP4	0.321	0.148	0.294	0.132	1.11E-04	4.65E-03	RBP4	CD3abTcells	1
PTGER4	0.181	0.063	0.178	0.054	1.14E-04	4.76E-03	PTGER4	CD3abTcells	1
MYLIP	0.190	0.067	0.186	0.060	1.23E-04	5.13E-03	MYLIP	CD3abTcells	1
EVI2B	0.224	0.099	0.220	0.084	1.29E-04	5.37E-03	EVI2B	CD3abTcells	1
HLA-A	3.678	2.968	0.973	0.910	1.34E-04	5.56E-03	HLA-A	CD3abTcells	1
MARCKSL1	0.120	0.019	0.116	0.018	1.36E-04	5.61E-03	MARCKSL1	CD3abTcells	1
C1QA	0.034	0.130	0.034	0.102	1.41E-04	5.82E-03	C1QA	CD3abTcells	-1
COX17	0.151	0.301	0.149	0.257	1.44E-04	5.88E-03	COX17	CD3abTcells	-1
IRF1	0.534	0.330	0.435	0.240	1.44E-04	5.89E-03	IRF1	CD3abTcells	1
IDI1	0.253	0.125	0.249	0.108	1.45E-04	5.89E-03	IDI1	CD3abTcells	1
ISG20L2	0.128	0.032	0.128	0.024	1.46E-04	5.92E-03	ISG20L2	CD3abTcells	1
ADH4	0.098	0.008	0.094	0.006	1.46E-04	5.92E-03	ADH4	CD3abTcells	1
MYL12A	1.836	1.478	0.922	0.731	1.52E-04	6.08E-03	MYL12A	CD3abTcells	1
ATF4	0.289	0.172	0.276	0.120	1.51E-04	6.08E-03	ATF4	CD3abTcells	1
APOBEC3D	0.044	0.144	0.041	0.114	1.53E-04	6.14E-03	APOBEC3D	CD3abTcells	-1
MRPL18	0.129	0.025	0.126	0.024	1.57E-04	6.22E-03	MRPL18	CD3abTcells	1
GIMAP7	0.436	0.671	0.391	0.479	1.56E-04	6.22E-03	GIMAP7	CD3abTcells	-1
ARF1	0.319	0.179	0.307	0.144	1.61E-04	6.39E-03	ARF1	CD3abTcells	1
RBM39	0.320	0.188	0.305	0.138	1.67E-04	6.59E-03	RBM39	CD3abTcells	1
TNFSF9	0.085	0.000	0.080	0.000	1.68E-04	6.62E-03	TNFSF9	CD3abTcells	1
CCDC109B	0.165	0.052	0.163	0.048	1.71E-04	6.69E-03	CCDC109B	CD3abTcells	1
ITM2B	0.870	0.628	0.696	0.437	1.71E-04	6.69E-03	ITM2B	CD3abTcells	1
CBWD5	0.018	0.088	0.018	0.072	1.75E-04	6.79E-03	CBWD5	CD3abTcells	-1
GPX2	0.158	0.046	0.155	0.042	1.75E-04	6.79E-03	GPX2	CD3abTcells	1
RHOH	0.326	0.197	0.305	0.144	1.77E-04	6.86E-03	RHOH	CD3abTcells	1
CCNI	0.647	0.438	0.554	0.335	1.78E-04	6.86E-03	CCNI	CD3abTcells	1
IFITM3	0.485	0.296	0.418	0.228	1.81E-04	6.97E-03	IFITM3	CD3abTcells	1
RARRES2	0.174	0.060	0.170	0.054	1.88E-04	7.22E-03	RARRES2	CD3abTcells	1
LMNA	0.139	0.030	0.121	0.024	1.91E-04	7.30E-03	LMNA	CD3abTcells	1
MGST1	0.247	0.108	0.230	0.090	1.95E-04	7.43E-03	MGST1	CD3abTcells	1
NOP10	0.191	0.368	0.188	0.299	2.05E-04	7.77E-03	NOP10	CD3abTcells	-1
NDUFA3	0.240	0.471	0.237	0.341	2.27E-04	8.60E-03	NDUFA3	CD3abTcells	-1
DCUN1D1	0.025	0.109	0.026	0.084	2.32E-04	8.75E-03	DCUN1D1	CD3abTcells	-1
C6orf48	0.297	0.148	0.280	0.132	2.41E-04	9.07E-03	C6orf48	CD3abTcells	1
CD53	0.341	0.214	0.321	0.156	2.56E-04	9.61E-03	CD53	CD3abTcells	1
DOK2	0.257	0.137	0.247	0.108	2.63E-04	9.83E-03	DOK2	CD3abTcells	1
BOLA2B	0.028	0.092	0.028	0.090	2.69E-04	1.00E-02	BOLA2B	CD3abTcells	-1
MS4A7	0.004	0.037	0.004	0.036	2.72E-04	1.01E-02	MS4A7	CD3abTcells	-1
AC131056.3	0.004	0.037	0.004	0.036	2.72E-04	1.01E-02	AC131056.3	CD3abTcells	-1
UBE2S	0.151	0.055	0.148	0.042	2.74E-04	1.01E-02	UBE2S	CD3abTcells	1
TFR2	0.004	0.044	0.004	0.036	2.76E-04	1.01E-02	TFR2	CD3abTcells	-1
CHMP1B	0.171	0.051	0.161	0.048	2.81E-04	1.03E-02	CHMP1B	CD3abTcells	1
FOSB	0.213	0.079	0.192	0.072	3.14E-04	1.15E-02	FOSB	CD3abTcells	1
AMD1	0.294	0.157	0.283	0.132	3.16E-04	1.15E-02	AMD1	CD3abTcells	1
HSPH1	0.099	0.013	0.098	0.012	3.18E-04	1.16E-02	HSPH1	CD3abTcells	1
SLC39A14	0.014	0.085	0.014	0.060	3.19E-04	1.16E-02	SLC39A14	CD3abTcells	-1
MYO1G	0.182	0.071	0.176	0.060	3.24E-04	1.17E-02	MYO1G	CD3abTcells	1
JCHAIN	0.109	0.031	0.109	0.018	3.30E-04	1.19E-02	JCHAIN	CD3abTcells	1
HLA-DPA1	0.256	0.130	0.232	0.096	3.39E-04	1.22E-02	HLA-DPA1	CD3abTcells	1
RPS11	3.709	3.210	0.994	0.892	3.42E-04	1.23E-02	RPS11	CD3abTcells	1
TMSB10	7.084	8.800	1.000	0.994	3.56E-04	1.27E-02	TMSB10	CD3abTcells	-1
RNPEPL1	0.177	0.067	0.176	0.060	3.55E-04	1.27E-02	RNPEPL1	CD3abTcells	1
RP11-284N8.3	0.020	0.081	0.020	0.072	3.61E-04	1.28E-02	RP11-284N8.3	CD3abTcells	-1
APMAP	0.166	0.070	0.158	0.048	3.64E-04	1.29E-02	APMAP	CD3abTcells	1
RNU11	0.000	0.019	0.000	0.018	3.73E-04	1.30E-02	RNU11	CD3abTcells	-1
PTPRF	0.000	0.029	0.000	0.018	3.73E-04	1.30E-02	PTPRF	CD3abTcells	-1
HIST1H4E	0.000	0.021	0.000	0.018	3.73E-04	1.30E-02	HIST1H4E	CD3abTcells	-1
CPED1	0.000	0.021	0.000	0.018	3.73E-04	1.30E-02	CPED1	CD3abTcells	-1
PCSK6	0.000	0.022	0.000	0.018	3.73E-04	1.30E-02	PCSK6	CD3abTcells	-1
BRICD5	0.000	0.018	0.000	0.018	3.73E-04	1.30E-02	BRICD5	CD3abTcells	-1
TSC22D4	0.169	0.080	0.166	0.054	3.74E-04	1.30E-02	TSC22D4	CD3abTcells	1
CAPZB	0.508	0.330	0.467	0.275	3.81E-04	1.32E-02	CAPZB	CD3abTcells	1
IDH2	0.291	0.156	0.281	0.138	3.89E-04	1.34E-02	IDH2	CD3abTcells	1
FYN	0.354	0.234	0.338	0.168	3.90E-04	1.34E-02	FYN	CD3abTcells	1
LRP8	0.003	0.033	0.003	0.030	4.16E-04	1.41E-02	LRP8	CD3abTcells	-1
SBDS	0.178	0.082	0.175	0.060	4.14E-04	1.41E-02	SBDS	CD3abTcells	1
AP006621.5	0.003	0.032	0.003	0.030	4.13E-04	1.41E-02	AP006621.5	CD3abTcells	-1
PLIN5	0.003	0.041	0.003	0.030	4.16E-04	1.41E-02	PLIN5	CD3abTcells	-1
STYXL1	0.003	0.042	0.003	0.030	4.23E-04	1.43E-02	STYXL1	CD3abTcells	-1
C14orf2	0.417	0.624	0.405	0.485	4.23E-04	1.43E-02	C14orf2	CD3abTcells	-1
SH3BGRL	0.187	0.078	0.185	0.072	4.49E-04	1.51E-02	SH3BGRL	CD3abTcells	1
RBM8A	0.297	0.169	0.286	0.144	4.73E-04	1.59E-02	RBM8A	CD3abTcells	1
COQ2	0.007	0.062	0.007	0.042	4.77E-04	1.60E-02	COQ2	CD3abTcells	-1
GDI2	0.178	0.072	0.176	0.066	4.81E-04	1.61E-02	GDI2	CD3abTcells	1
BCAS2	0.145	0.053	0.142	0.042	4.90E-04	1.63E-02	BCAS2	CD3abTcells	1
SEPT9	0.273	0.159	0.266	0.126	4.91E-04	1.63E-02	SEPT9	CD3abTcells	1
SERTAD1	0.116	0.028	0.114	0.024	5.12E-04	1.69E-02	SERTAD1	CD3abTcells	1
CAPN2	0.138	0.045	0.135	0.036	5.21E-04	1.71E-02	CAPN2	CD3abTcells	1
CYTIP	0.311	0.163	0.300	0.150	5.21E-04	1.71E-02	CYTIP	CD3abTcells	1
RAI1	0.007	0.043	0.007	0.042	5.21E-04	1.71E-02	RAI1	CD3abTcells	-1
C11orf96	0.001	0.038	0.001	0.024	5.26E-04	1.72E-02	C11orf96	CD3abTcells	-1
DST	0.001	0.032	0.001	0.024	5.32E-04	1.73E-02	DST	CD3abTcells	-1
LDHD	0.001	0.027	0.001	0.024	5.32E-04	1.73E-02	LDHD	CD3abTcells	-1
LL22NC03-2H8.5	0.001	0.031	0.001	0.024	5.32E-04	1.73E-02	LL22NC03-2H8.5	CD3abTcells	-1
RP11-96H19.1	0.001	0.027	0.001	0.024	5.37E-04	1.74E-02	RP11-96H19.1	CD3abTcells	-1
MPC1	0.112	0.024	0.112	0.024	5.45E-04	1.75E-02	MPC1	CD3abTcells	1
ARHGDIA	0.295	0.175	0.280	0.144	5.44E-04	1.75E-02	ARHGDIA	CD3abTcells	1
ARL4D	0.068	0.000	0.067	0.000	6.06E-04	1.95E-02	ARL4D	CD3abTcells	1
GADD45A	0.092	0.012	0.089	0.012	6.17E-04	1.98E-02	GADD45A	CD3abTcells	1
QARS	0.141	0.052	0.141	0.042	6.20E-04	1.98E-02	QARS	CD3abTcells	1
SPINK1	0.682	0.442	0.528	0.323	6.20E-04	1.98E-02	SPINK1	CD3abTcells	1
VASP	0.197	0.085	0.193	0.078	6.29E-04	2.00E-02	VASP	CD3abTcells	1
COX6C	0.580	0.859	0.534	0.557	6.39E-04	2.03E-02	COX6C	CD3abTcells	-1
JMJD6	0.101	0.019	0.101	0.018	6.71E-04	2.12E-02	JMJD6	CD3abTcells	1
ENO1	0.529	0.354	0.460	0.287	6.78E-04	2.14E-02	ENO1	CD3abTcells	1
EIF4H	0.178	0.077	0.178	0.066	7.09E-04	2.22E-02	EIF4H	CD3abTcells	1
HEXIM1	0.122	0.036	0.121	0.030	7.09E-04	2.22E-02	HEXIM1	CD3abTcells	1
PCNP	0.165	0.069	0.165	0.060	7.15E-04	2.24E-02	PCNP	CD3abTcells	1
TNFAIP8	0.188	0.088	0.185	0.072	7.27E-04	2.27E-02	TNFAIP8	CD3abTcells	1
RBM43	0.016	0.065	0.016	0.060	7.30E-04	2.27E-02	RBM43	CD3abTcells	-1
KLF2	0.196	0.082	0.185	0.072	7.41E-04	2.30E-02	KLF2	CD3abTcells	1
NDUFS5	0.419	0.298	0.398	0.222	7.49E-04	2.32E-02	NDUFS5	CD3abTcells	1
CYB5A	0.239	0.128	0.224	0.096	7.84E-04	2.42E-02	CYB5A	CD3abTcells	1
MMADHC	0.130	0.047	0.129	0.036	7.87E-04	2.42E-02	MMADHC	CD3abTcells	1
RAP1A	0.267	0.140	0.257	0.126	8.19E-04	2.52E-02	RAP1A	CD3abTcells	1
EIF3L	0.380	0.226	0.357	0.198	8.77E-04	2.69E-02	EIF3L	CD3abTcells	1
CMC1	0.496	0.292	0.293	0.162	8.87E-04	2.71E-02	CMC1	CD3abTcells	1
SH2D1A	0.263	0.150	0.240	0.108	8.90E-04	2.71E-02	SH2D1A	CD3abTcells	1
ARHGDIB	1.368	1.070	0.849	0.629	9.01E-04	2.74E-02	ARHGDIB	CD3abTcells	1
RPL37A	6.197	5.506	1.000	0.976	9.10E-04	2.75E-02	RPL37A	CD3abTcells	1
ZFAS1	0.633	0.462	0.550	0.341	9.09E-04	2.75E-02	ZFAS1	CD3abTcells	1
MAP4K1	0.078	0.006	0.075	0.006	9.13E-04	2.76E-02	MAP4K1	CD3abTcells	1
PPP1R10	0.120	0.032	0.118	0.030	9.16E-04	2.76E-02	PPP1R10	CD3abTcells	1
CCT8	0.116	0.033	0.116	0.030	9.24E-04	2.77E-02	CCT8	CD3abTcells	1
ENTPD5	0.006	0.039	0.006	0.036	9.34E-04	2.80E-02	ENTPD5	CD3abTcells	-1
CHCHD2	0.845	0.655	0.682	0.461	9.63E-04	2.87E-02	CHCHD2	CD3abTcells	1
CALM3	0.387	0.246	0.368	0.204	9.61E-04	2.87E-02	CALM3	CD3abTcells	1
HMGN2	0.445	0.314	0.402	0.228	1.01E-03	3.00E-02	HMGN2	CD3abTcells	1
APOH	0.204	0.088	0.197	0.084	1.01E-03	3.00E-02	APOH	CD3abTcells	1
GADD45B	0.221	0.100	0.197	0.090	1.02E-03	3.02E-02	GADD45B	CD3abTcells	1
ARHGAP15	0.156	0.073	0.155	0.054	1.03E-03	3.04E-02	ARHGAP15	CD3abTcells	1
RPS27	19.805	18.308	1.000	0.994	1.05E-03	3.09E-02	RPS27	CD3abTcells	1
MTCH1	0.115	0.038	0.115	0.030	1.06E-03	3.13E-02	MTCH1	CD3abTcells	1
PSMD6	0.063	0.000	0.061	0.000	1.07E-03	3.13E-02	PSMD6	CD3abTcells	1
UQCRC2	0.135	0.058	0.135	0.042	1.10E-03	3.21E-02	UQCRC2	CD3abTcells	1
FTCD	0.023	0.087	0.023	0.072	1.10E-03	3.22E-02	FTCD	CD3abTcells	-1
ZNF451	0.030	0.097	0.030	0.084	1.12E-03	3.25E-02	ZNF451	CD3abTcells	-1
UQCR11	0.689	1.015	0.599	0.581	1.12E-03	3.25E-02	UQCR11	CD3abTcells	-1
SEP15	0.212	0.106	0.212	0.096	1.14E-03	3.29E-02	SEP15	CD3abTcells	1
PET100	0.163	0.319	0.163	0.257	1.16E-03	3.35E-02	PET100	CD3abTcells	-1
CRIP1	0.259	0.499	0.239	0.329	1.18E-03	3.39E-02	CRIP1	CD3abTcells	-1
RPL35A	5.827	5.175	1.000	0.970	1.22E-03	3.50E-02	RPL35A	CD3abTcells	1
RBBP4	0.111	0.224	0.107	0.192	1.22E-03	3.51E-02	RBBP4	CD3abTcells	-1
AMBP	0.328	0.185	0.301	0.156	1.23E-03	3.51E-02	AMBP	CD3abTcells	1
RPL12	4.849	5.622	0.996	0.976	1.23E-03	3.52E-02	RPL12	CD3abTcells	-1
NAA38	0.117	0.235	0.116	0.204	1.27E-03	3.60E-02	NAA38	CD3abTcells	-1
SLC25A53	0.017	0.067	0.017	0.060	1.29E-03	3.65E-02	SLC25A53	CD3abTcells	-1
UBE2B	0.155	0.068	0.153	0.054	1.30E-03	3.68E-02	UBE2B	CD3abTcells	1
RABAC1	0.195	0.091	0.189	0.084	1.31E-03	3.70E-02	RABAC1	CD3abTcells	1
TMEM120B	0.053	0.151	0.053	0.120	1.32E-03	3.72E-02	TMEM120B	CD3abTcells	-1
BIN1	0.237	0.137	0.236	0.114	1.34E-03	3.78E-02	BIN1	CD3abTcells	1
WDFY1	0.009	0.044	0.009	0.042	1.35E-03	3.80E-02	WDFY1	CD3abTcells	-1
STK17A	0.344	0.210	0.317	0.168	1.36E-03	3.81E-02	STK17A	CD3abTcells	1
SDHD	0.122	0.037	0.122	0.036	1.39E-03	3.87E-02	SDHD	CD3abTcells	1
GPBP1	0.231	0.132	0.226	0.108	1.40E-03	3.91E-02	GPBP1	CD3abTcells	1
HEXDC	0.016	0.060	0.014	0.054	1.45E-03	4.02E-02	HEXDC	CD3abTcells	-1
TOPORS	0.080	0.012	0.080	0.012	1.47E-03	4.08E-02	TOPORS	CD3abTcells	1
TRAF1	0.027	0.086	0.027	0.078	1.49E-03	4.09E-02	TRAF1	CD3abTcells	-1
SMCHD1	0.176	0.105	0.166	0.066	1.49E-03	4.09E-02	SMCHD1	CD3abTcells	1
RPS5	3.208	2.747	0.979	0.898	1.48E-03	4.09E-02	RPS5	CD3abTcells	1
MIF	0.331	0.500	0.325	0.407	1.48E-03	4.09E-02	MIF	CD3abTcells	-1
EIF5B	0.162	0.292	0.161	0.246	1.50E-03	4.12E-02	EIF5B	CD3abTcells	-1
IER2	0.513	0.396	0.446	0.257	1.63E-03	4.45E-02	IER2	CD3abTcells	1
DPM3	0.092	0.020	0.091	0.018	1.64E-03	4.47E-02	DPM3	CD3abTcells	1
AP2M1	0.193	0.100	0.190	0.084	1.67E-03	4.54E-02	AP2M1	CD3abTcells	1
SNRPD2	0.709	0.564	0.614	0.395	1.68E-03	4.57E-02	SNRPD2	CD3abTcells	1
MMP25	0.004	0.036	0.004	0.030	1.70E-03	4.61E-02	MMP25	CD3abTcells	-1
TUFM	0.184	0.085	0.185	0.078	1.71E-03	4.62E-02	TUFM	CD3abTcells	1
HEATR5B	0.004	0.035	0.004	0.030	1.73E-03	4.67E-02	HEATR5B	CD3abTcells	-1
FTX	0.004	0.037	0.004	0.030	1.74E-03	4.68E-02	FTX	CD3abTcells	-1
ARSK	0.004	0.038	0.004	0.030	1.75E-03	4.70E-02	ARSK	CD3abTcells	-1
ACACB	0.004	0.037	0.004	0.030	1.76E-03	4.72E-02	ACACB	CD3abTcells	-1
ABHD14B	0.157	0.064	0.156	0.060	1.80E-03	4.81E-02	ABHD14B	CD3abTcells	1
CYP3A5	0.004	0.031	0.004	0.030	1.81E-03	4.81E-02	CYP3A5	CD3abTcells	-1
DDX3X	0.270	0.160	0.260	0.132	1.81E-03	4.81E-02	DDX3X	CD3abTcells	1
NLRP1	0.031	0.090	0.031	0.084	1.81E-03	4.81E-02	NLRP1	CD3abTcells	-1
COPE	0.276	0.157	0.268	0.144	1.80E-03	4.81E-02	COPE	CD3abTcells	1
LYAR	0.286	0.165	0.247	0.120	1.82E-03	4.81E-02	LYAR	CD3abTcells	1
FAU	3.649	3.258	0.997	0.946	1.85E-03	4.88E-02	FAU	CD3abTcells	1
SUB1	0.678	0.486	0.594	0.383	1.88E-03	4.95E-02	SUB1	CD3abTcells	1
NFKBIZ	0.139	0.049	0.136	0.048	1.89E-03	4.97E-02	NFKBIZ	CD3abTcells	1
ITGA1	0.024	0.094	0.024	0.072	1.92E-03	5.00E-02	ITGA1	CD3abTcells	-1
CTSW	0.488	0.373	0.408	0.234	1.92E-03	5.00E-02	CTSW	CD3abTcells	1
NR4A1	0.082	0.012	0.078	0.012	1.91E-03	5.00E-02	NR4A1	CD3abTcells	1
EIF3D	0.277	0.167	0.270	0.138	1.92E-03	5.00E-02	EIF3D	CD3abTcells	1
MT-ND4L1	0.244	3.648	0.233	0.981	4.26E-32	4.58E-28	MT-ND4L	gdTcells1	-1
MT-ND61	0.017	1.261	0.017	0.698	5.25E-30	2.83E-26	MT-ND6	gdTcells1	-1
MT-CO11	13.111	60.091	1.000	1.000	3.96E-28	7.33E-25	MT-CO1	gdTcells1	-1
MT-CO21	9.500	46.790	1.000	1.000	3.85E-28	7.33E-25	MT-CO2	gdTcells1	-1
MT-ATP61	5.734	23.348	0.994	1.000	4.77E-28	7.33E-25	MT-ATP6	gdTcells1	-1
MT-CO31	8.254	40.437	1.000	1.000	3.85E-28	7.33E-25	MT-CO3	gdTcells1	-1
MT-ND41	5.894	34.088	1.000	1.000	4.29E-28	7.33E-25	MT-ND4	gdTcells1	-1
MT-CYB1	3.665	19.244	1.000	1.000	9.79E-28	1.32E-24	MT-CYB	gdTcells1	-1
MT-ND21	3.666	17.613	0.983	1.000	2.82E-27	3.23E-24	MT-ND2	gdTcells1	-1
MT-ND31	2.454	12.887	0.965	1.000	3.01E-27	3.23E-24	MT-ND3	gdTcells1	-1
MT-ND11	2.276	15.674	0.953	1.000	9.62E-27	9.41E-24	MT-ND1	gdTcells1	-1
HBB1	3.542	0.096	0.971	0.075	1.64E-24	1.47E-21	HBB	gdTcells1	1
MT-ND51	1.036	5.049	0.767	0.943	1.46E-20	1.21E-17	MT-ND5	gdTcells1	-1
EEF1A11	11.098	4.271	1.000	0.981	5.79E-20	4.45E-17	EEF1A1	gdTcells1	1
HBA21	2.396	0.141	0.895	0.113	1.24E-18	8.89E-16	HBA2	gdTcells1	1
JUNB1	1.978	0.185	0.860	0.094	1.43E-17	9.63E-15	JUNB	gdTcells1	1
TPT11	5.862	2.619	1.000	0.906	6.01E-17	3.80E-14	TPT1	gdTcells1	1
HLA-C1	6.434	3.129	1.000	0.887	5.57E-16	3.33E-13	HLA-C	gdTcells1	1
HLA-B1	10.203	5.605	1.000	0.962	2.14E-14	1.21E-11	HLA-B	gdTcells1	1
IGKC1	0.954	0.089	0.727	0.075	2.27E-13	1.22E-10	IGKC	gdTcells1	1
EIF11	3.204	1.518	0.983	0.698	5.21E-13	2.67E-10	EIF1	gdTcells1	1
ZFP361	1.356	0.188	0.750	0.151	8.08E-13	3.95E-10	ZFP36	gdTcells1	1
DUSP21	0.912	0.037	0.628	0.038	8.55E-13	4.00E-10	DUSP2	gdTcells1	1
H3F3B1	2.790	1.239	0.988	0.642	1.71E-12	7.67E-10	H3F3B	gdTcells1	1
ITIH31	0.017	0.467	0.017	0.321	8.48E-12	3.65E-09	ITIH3	gdTcells1	-1
NFKBIA1	1.118	0.142	0.680	0.094	1.91E-11	7.92E-09	NFKBIA	gdTcells1	1
RP11-160E2.61	0.029	0.509	0.029	0.340	3.18E-11	1.27E-08	RP11-160E2.6	gdTcells1	-1
HNRNPA11	2.596	1.167	0.965	0.660	4.25E-11	1.63E-08	HNRNPA1	gdTcells1	1
NR4A21	0.682	0.000	0.529	0.000	5.68E-11	2.06E-08	NR4A2	gdTcells1	1
GAPDH1	3.953	1.675	0.988	0.698	5.73E-11	2.06E-08	GAPDH	gdTcells1	1
FOS1	0.989	0.115	0.645	0.075	8.82E-11	3.06E-08	FOS	gdTcells1	1
ARPC3	1.088	0.313	0.756	0.208	2.13E-10	7.15E-08	ARPC3	gdTcells1	1
HLA-A1	5.090	2.833	1.000	0.849	2.31E-10	7.54E-08	HLA-A	gdTcells1	1
PNRC11	0.722	0.089	0.605	0.075	2.71E-10	8.57E-08	PNRC1	gdTcells1	1
CALM1	1.827	0.710	0.901	0.453	7.04E-10	2.17E-07	CALM1	gdTcells1	1
ITGB21	1.610	0.626	0.907	0.396	1.09E-09	3.25E-07	ITGB2	gdTcells1	1
MT-ATP81	0.070	0.633	0.070	0.396	1.27E-09	3.68E-07	MT-ATP8	gdTcells1	-1
NPM11	0.959	0.204	0.692	0.170	3.81E-09	1.08E-06	NPM1	gdTcells1	1
UBC1	1.252	0.442	0.797	0.264	1.06E-08	2.92E-06	UBC	gdTcells1	1
DUSP11	0.675	0.057	0.517	0.057	1.09E-08	2.94E-06	DUSP1	gdTcells1	1
ACTG11	4.793	2.436	0.994	0.792	1.15E-08	3.02E-06	ACTG1	gdTcells1	1
CTSW1	1.729	0.661	0.913	0.453	1.87E-08	4.78E-06	CTSW	gdTcells1	1
CORO1A	2.071	0.948	0.924	0.528	5.19E-08	1.30E-05	CORO1A	gdTcells1	1
BTF31	1.275	0.549	0.860	0.396	8.68E-08	2.12E-05	BTF3	gdTcells1	1
HLA-E1	2.688	1.399	0.988	0.585	8.90E-08	2.13E-05	HLA-E	gdTcells1	1
SAA11	4.094	2.559	0.988	0.698	1.05E-07	2.47E-05	SAA1	gdTcells1	1
ACTB	16.258	9.638	1.000	1.000	1.33E-07	2.98E-05	ACTB	gdTcells1	1
VIM1	1.373	0.420	0.692	0.245	1.31E-07	2.98E-05	VIM	gdTcells1	1
HSP90AB11	0.647	0.115	0.517	0.094	1.54E-07	3.38E-05	HSP90AB1	gdTcells1	1
HSPA81	1.194	0.444	0.808	0.321	1.65E-07	3.55E-05	HSPA8	gdTcells1	1
RPL71	3.724	2.229	0.994	0.774	1.88E-07	3.96E-05	RPL7	gdTcells1	1
ARPC2	2.483	1.434	0.983	0.679	2.46E-07	5.09E-05	ARPC2	gdTcells1	1
RPL211	6.976	4.927	1.000	0.981	2.67E-07	5.42E-05	RPL21	gdTcells1	1
RPS31	5.807	4.146	1.000	1.000	2.77E-07	5.53E-05	RPS3	gdTcells1	1
RPL18A1	4.214	2.698	0.988	0.849	3.29E-07	6.44E-05	RPL18A	gdTcells1	1
YBX11	1.380	0.590	0.849	0.415	3.43E-07	6.60E-05	YBX1	gdTcells1	1
RPSA1	3.584	2.157	0.988	0.830	4.87E-07	9.20E-05	RPSA	gdTcells1	1
CD691	0.646	0.106	0.494	0.094	5.22E-07	9.68E-05	CD69	gdTcells1	1
FTL1	5.126	13.002	1.000	1.000	6.84E-07	1.25E-04	FTL	gdTcells1	-1
RPS3A1	5.131	3.369	0.994	0.906	8.87E-07	1.59E-04	RPS3A	gdTcells1	1
RPS22	6.170	4.067	1.000	0.962	9.56E-07	1.69E-04	RPS2	gdTcells1	1
ARHGDIB1	1.791	0.857	0.919	0.528	1.01E-06	1.76E-04	ARHGDIB	gdTcells1	1
TPI1	0.699	0.207	0.581	0.170	1.30E-06	2.22E-04	TPI1	gdTcells1	1
RPS241	4.237	2.896	0.994	0.925	1.33E-06	2.23E-04	RPS24	gdTcells1	1
RPL151	4.562	3.102	0.994	0.887	1.65E-06	2.73E-04	RPL15	gdTcells1	1
CD741	1.030	0.385	0.750	0.283	1.77E-06	2.85E-04	CD74	gdTcells1	1
IER21	0.732	0.193	0.552	0.151	1.77E-06	2.85E-04	IER2	gdTcells1	1
WDR1	0.495	0.084	0.448	0.075	1.97E-06	3.07E-04	WDR1	gdTcells1	1
PPP1CA	0.827	0.284	0.674	0.226	1.95E-06	3.07E-04	PPP1CA	gdTcells1	1
RPLP01	2.199	1.145	0.942	0.566	2.42E-06	3.67E-04	RPLP0	gdTcells1	1
ANXA2	0.466	0.044	0.401	0.038	2.39E-06	3.67E-04	ANXA2	gdTcells1	1
ID2	1.430	0.694	0.837	0.415	2.61E-06	3.90E-04	ID2	gdTcells1	1
CLIC1	1.245	0.580	0.808	0.396	3.41E-06	5.03E-04	CLIC1	gdTcells1	1
CFL1	3.554	2.283	1.000	0.830	3.89E-06	5.66E-04	CFL1	gdTcells1	1
RPS15A1	6.406	9.275	1.000	1.000	4.01E-06	5.68E-04	RPS15A	gdTcells1	-1
EEF21	1.111	0.430	0.762	0.340	3.97E-06	5.68E-04	EEF2	gdTcells1	1
TMEM1071	0.059	0.380	0.058	0.283	4.35E-06	6.08E-04	TMEM107	gdTcells1	-1
