"mean_flush" "mean_caudate" "detect_flush" "detect_caudate" "pval" "qval" "Gene" "Ctype" "dir"
"TSC22D4" 0.169379137080271 0.0795812925026042 0.166193181818182 0.0538922155688623 0.000374411546373203 0.0129759722554108 "TSC22D4" "CD3abTcells" 1
"TFR2" 0.00427387041463649 0.0439993978133476 0.00426136363636364 0.0359281437125748 0.000275842398398399 0.0101499786225485 "TFR2" "CD3abTcells" -1
"DNAJB9" 0.139454692764266 0.0205822666892506 0.139204545454545 0.0179640718562874 1.6801243526148e-05 0.000870888805733635 "DNAJB9" "CD3abTcells" 1
"IFRD1" 0.143697740295668 0.0339874696144432 0.140625 0.0179640718562874 1.28371478968972e-05 0.000692508946727638 "IFRD1" "CD3abTcells" 1
"CPED1" 0 0.0206530352318216 0 0.0179640718562874 0.000372803530516973 0.0129579116350535 "CPED1" "CD3abTcells" -1
"RP11-138A9.1" 0.193258483995666 0.0698205411462037 0.184659090909091 0.0538922155688623 4.4063467481961e-05 0.00206009670321545 "RP11-138A9.1" "CD3abTcells" 1
"AC090498.1" 0.492277176638574 1.30837436631412 0.461647727272727 0.712574850299401 3.25557211400078e-22 8.82112062343575e-20 "AC090498.1" "CD3abTcells" -1
"ZC3HAV1" 0.355356567642228 0.155170524310008 0.319602272727273 0.131736526946108 4.95280472611116e-06 0.000295236689723486 "ZC3HAV1" "CD3abTcells" 1
"RARRES2" 0.17362308399641 0.0604083702726562 0.170454545454545 0.0538922155688623 0.00018822546065099 0.0072155110671418 "RARRES2" "CD3abTcells" 1
"GIMAP7" 0.436226526139853 0.671342145336148 0.390625 0.479041916167665 0.000156336411752644 0.00622310952639283 "GIMAP7" "CD3abTcells" -1
"DNAJB6" 0.27327356855073 0.0506918104345995 0.258522727272727 0.0479041916167665 9.40340980462013e-09 8.36622773811053e-07 "DNAJB6" "CD3abTcells" 1
"SLC25A6" 1.08853089871477 0.602127665511259 0.776988636363636 0.407185628742515 8.77932307535337e-11 1.00641432408041e-08 "SLC25A6" "CD3abTcells" 1
"ARSE" 0 0.0302751673178462 0 0.0239520958083832 3.92256400889898e-05 0.00187059232456375 "ARSE" "CD3abTcells" -1
"TMSB4X" 29.3024811124407 34.7349127562513 1 1 6.26891711941517e-06 0.000364575755598379 "TMSB4X" "CD3abTcells" -1
"SAT1" 0.590731997178009 0.382485004213461 0.482954545454545 0.245508982035928 8.71738407784534e-06 0.00048754665002241 "SAT1" "CD3abTcells" 1
"DDX3X" 0.269986948639614 0.159896296424668 0.259943181818182 0.131736526946108 0.00181456430124305 0.0480738568875992 "DDX3X" "CD3abTcells" 1
"RBM3" 0.665688130980327 0.359129105874106 0.578125 0.287425149700599 3.57859679477881e-08 2.96277992967729e-06 "RBM3" "CD3abTcells" 1
"PLP2" 0.314344079354402 0.156182358558759 0.301136363636364 0.137724550898204 3.59857565834034e-05 0.00178017506218811 "PLP2" "CD3abTcells" 1
"RPS4X" 7.83343102111575 5.58347649043006 1 0.988023952095808 2.12132992161748e-16 4.01436433738469e-14 "RPS4X" "CD3abTcells" 1
"FTX" 0.00426549064010227 0.0368813843960329 0.00426136363636364 0.029940119760479 0.00173781019251806 0.0467678851358924 "FTX" "CD3abTcells" -1
"SH3BGRL" 0.186519099756503 0.0781681885875666 0.184659090909091 0.0718562874251497 0.000448690921165784 0.0151109976331596 "SH3BGRL" "CD3abTcells" 1
"RPL36A" 2.96271803614534 4.08781993019115 0.987215909090909 0.958083832335329 4.95705091690355e-07 3.49692077108427e-05 "RPL36A" "CD3abTcells" -1
"SLC25A53" 0.0170094531465258 0.0673197041474386 0.0170454545454545 0.0598802395209581 0.00128547854024074 0.0364892265636908 "SLC25A53" "CD3abTcells" -1
"TSC22D3" 0.409519364666625 0.117846075746692 0.355113636363636 0.0958083832335329 6.13158468210053e-10 6.35658718086978e-08 "TSC22D3" "CD3abTcells" 1
"SH2D1A" 0.262951820485695 0.150203347783568 0.240056818181818 0.107784431137725 0.000889692735387804 0.0271276644278604 "SH2D1A" "CD3abTcells" 1
"FGL1" 0.50851857715096 0.218195554172614 0.441761363636364 0.155688622754491 2.43219340572441e-09 2.33523979126455e-07 "FGL1" "CD3abTcells" 1
"DOK2" 0.257449927421176 0.137482025354027 0.247159090909091 0.107784431137725 0.000263068459287412 0.00983166824960667 "DOK2" "CD3abTcells" 1
"SLC39A14" 0.0141773835741621 0.0854247255471818 0.0142045454545455 0.0598802395209581 0.000319161480995329 0.0115654807794113 "SLC39A14" "CD3abTcells" -1
"SARAF" 0.974269118135302 0.303508937678168 0.730113636363636 0.251497005988024 3.66727451798074e-23 1.09303117008416e-20 "SARAF" "CD3abTcells" 1
"RPS20" 6.15350071447669 5.16529750096022 0.998579545454545 0.994011976047904 7.99872133023004e-08 6.40005071805386e-06 "RPS20" "CD3abTcells" 1
"RPL7" 5.25108880553285 3.05317700989752 0.997159090909091 0.922155688622755 2.38975065696581e-28 1.18710863884776e-25 "RPL7" "CD3abTcells" 1
"UQCRB" 1.15251765829524 0.83790157382678 0.792613636363636 0.55688622754491 5.69075025167076e-05 0.00256989107956132 "UQCRB" "CD3abTcells" 1
"RPL30" 7.06985916293565 4.59924553270375 1 0.970059880239521 4.37655854085768e-27 1.79921830772777e-24 "RPL30" "CD3abTcells" 1
"COX6C" 0.580181414489947 0.859455206354374 0.534090909090909 0.55688622754491 0.000639167011455112 0.0202663540174677 "COX6C" "CD3abTcells" -1
"PABPC1" 1.97341131623119 1.25292847150473 0.916193181818182 0.62874251497006 2.48898548174035e-10 2.722356414065e-08 "PABPC1" "CD3abTcells" 1
"EIF3E" 0.666658244897065 0.415783200172282 0.5625 0.323353293413174 1.47740262849375e-05 0.000782826406084555 "EIF3E" "CD3abTcells" 1
"EIF3H" 0.471760469689118 0.281236173492971 0.441761363636364 0.239520958083832 6.01379526577476e-05 0.00270552706258742 "EIF3H" "CD3abTcells" 1
"RPL8" 3.27690782691397 2.18425757703577 0.990056818181818 0.856287425149701 1.15778915403152e-17 2.42160742006382e-15 "RPL8" "CD3abTcells" 1
"RPS6" 9.10233950562023 6.92964460456544 0.998579545454545 0.994011976047904 5.469048864782e-11 6.3923529966599e-09 "RPS6" "CD3abTcells" 1
"TOPORS" 0.0798035621812632 0.0117804486817301 0.0795454545454545 0.0119760479041916 0.001472104911883 0.040814964556905 "TOPORS" "CD3abTcells" 1
"DNAJA1" 0.411444865656351 0.0746861483881172 0.366477272727273 0.0658682634730539 6.61327735688225e-13 9.73376452453705e-11 "DNAJA1" "CD3abTcells" 1
"CBWD5" 0.0184361553470803 0.0876143838059823 0.0184659090909091 0.0718562874251497 0.000174609397476019 0.00679415429482166 "CBWD5" "CD3abTcells" -1
"ZFAND5" 0.163338850533249 0.0241565422603402 0.163352272727273 0.0239520958083832 3.05561073974678e-06 0.000187778305357016 "ZFAND5" "CD3abTcells" 1
"ANXA1" 0.479522861853992 0.217226698971643 0.383522727272727 0.161676646706587 2.42569194575745e-07 1.80744371108252e-05 "ANXA1" "CD3abTcells" 1
"CKS2" 0.207936464279746 0.0510109261319155 0.200284090909091 0.0419161676646707 2.19768623247307e-06 0.000138628652188063 "CKS2" "CD3abTcells" 1
"AMBP" 0.327874877616102 0.184619614568344 0.301136363636364 0.155688622754491 0.00122879764024132 0.0351312361317913 "AMBP" "CD3abTcells" 1
"TRAF1" 0.027046367098072 0.0862453944039937 0.0269886363636364 0.0778443113772455 0.00149033667908571 0.0409396172535942 "TRAF1" "CD3abTcells" -1
"C5" 0 0.0300682341675902 0 0.0239520958083832 3.92256400889898e-05 0.00187059232456375 "C5" "CD3abTcells" -1
"HSPA5" 0.17058712940454 0.0517478587018094 0.164772727272727 0.0419161676646707 7.35484987522805e-05 0.0031541194321032 "HSPA5" "CD3abTcells" 1
"RPL12" 4.84874942638119 5.62190300394468 0.995738636363636 0.976047904191617 0.00123475589236449 0.0352171285855727 "RPL12" "CD3abTcells" -1
"RPL7A" 4.12625227061381 2.60824321086182 0.995738636363636 0.874251497005988 3.80452611501728e-22 1.00794578540524e-19 "RPL7A" "CD3abTcells" 1
"TUBB4B" 0.294723320301735 0.120147799630797 0.272727272727273 0.101796407185629 1.12460858017733e-05 0.000617860990455027 "TUBB4B" "CD3abTcells" 1
"IFITM1" 0.217703927789513 0.442744323518974 0.208806818181818 0.335329341317365 7.67584287671977e-05 0.00325663340840758 "IFITM1" "CD3abTcells" -1
"IFITM3" 0.484604581629955 0.296454753572419 0.417613636363636 0.227544910179641 0.000181106485339787 0.00696500489748689 "IFITM3" "CD3abTcells" 1
"AP006621.5" 0.00282506550181703 0.0320407716942372 0.00284090909090909 0.029940119760479 0.000412647866014662 0.0141336294079591 "AP006621.5" "CD3abTcells" -1
"RPLP2" 12.4882737788324 10.0928323760077 1 1 5.42228576468659e-12 6.95965084881998e-10 "RPLP2" "CD3abTcells" 1
"POLR2L" 0.371410527019743 0.630692755715632 0.348011363636364 0.455089820359281 4.33621352998488e-05 0.00205144197239999 "POLR2L" "CD3abTcells" -1
"HBB" 2.06456356173977 0.138042665619123 0.965909090909091 0.131736526946108 1.32583958964407e-74 1.31722163231139e-71 "HBB" "CD3abTcells" 1
"EIF3F" 0.555114631109334 0.312138411871789 0.507102272727273 0.25748502994012 2.03063805036426e-06 0.000130157348583025 "EIF3F" "CD3abTcells" 1
"RPL27A" 8.3127670466097 6.24101670190786 1 1 2.14312043533479e-19 4.82080789246441e-17 "RPL27A" "CD3abTcells" 1
"RPS13" 4.81842085083139 3.67481263852397 0.998579545454545 0.952095808383233 2.4484564159375e-09 2.33523979126455e-07 "RPS13" "CD3abTcells" 1
"SAA2" 1.14053302147686 0.619357831764511 0.730113636363636 0.383233532934132 1.71928056289929e-09 1.680103514007e-07 "SAA2" "CD3abTcells" 1
"SAA1" 3.82325387481277 1.65128353831021 0.991477272727273 0.682634730538922 2.95763309144898e-29 1.60276825982976e-26 "SAA1" "CD3abTcells" 1
"LDHA" 0.494446174460212 0.266183687884945 0.451704545454545 0.227544910179641 3.44685795665858e-06 0.000208596144970983 "LDHA" "CD3abTcells" 1
"DEPDC7" 0 0.0283842235219225 0 0.0239520958083832 3.92256400889898e-05 0.00187059232456375 "DEPDC7" "CD3abTcells" -1
"C11orf96" 0.00140639063906391 0.037836092135449 0.00142045454545455 0.0239520958083832 0.00052648185767239 0.0172437272175007 "C11orf96" "CD3abTcells" -1
"MS4A7" 0.00426344771400889 0.0368691483140176 0.00426136363636364 0.0359281437125748 0.00027169006965952 0.0100592826412447 "MS4A7" "CD3abTcells" -1
"FTH1" 3.3841567134271 2.39796557150784 0.987215909090909 0.856287425149701 1.32566963440614e-09 1.32812045221765e-07 "FTH1" "CD3abTcells" 1
"VPS51" 0.167638722767113 0.0454128658301073 0.167613636363636 0.0419161676646707 4.434860755841e-05 0.00206532851293502 "VPS51" "CD3abTcells" 1
"FAU" 3.64877544244322 3.25810390215429 0.997159090909091 0.946107784431138 0.00185053648950968 0.0488099469644565 "FAU" "CD3abTcells" 1
"CTSW" 0.48782895492037 0.373179157578415 0.407670454545455 0.233532934131737 0.00191768668523451 0.0499875036720667 "CTSW" "CD3abTcells" 1
"RPS3" 8.58583601534779 6.15322665182624 0.998579545454545 0.988023952095808 4.75697355228492e-20 1.13425277380682e-17 "RPS3" "CD3abTcells" 1
"BIRC3" 0.352143662765215 0.0643498409074766 0.305397727272727 0.0479041916167665 3.26162759445393e-11 3.88851241810797e-09 "BIRC3" "CD3abTcells" 1
"SDHD" 0.1221866514819 0.0366092870632993 0.122159090909091 0.0359281437125748 0.00138540569485229 0.0386810461218478 "SDHD" "CD3abTcells" 1
"RPS25" 6.17497348708278 5.44191458652002 1 1 2.49744157513031e-05 0.00126163129062303 "RPS25" "CD3abTcells" 1
"HSPA8" 1.39732301899099 0.502522879935715 0.856534090909091 0.37125748502994 1.46744063378804e-27 6.24815258429324e-25 "HSPA8" "CD3abTcells" 1
"IDI1" 0.253236918664658 0.124713165013123 0.248579545454545 0.107784431137725 0.000144762939829164 0.00589032002949929 "IDI1" "CD3abTcells" 1
"GDI2" 0.177843102696832 0.0719433223912108 0.176136363636364 0.0658682634730539 0.000481457655813387 0.0160782581865748 "GDI2" "CD3abTcells" 1
"VIM" 1.56124194394773 0.679076132125973 0.815340909090909 0.413173652694611 5.08729054662178e-19 1.10273959812409e-16 "VIM" "CD3abTcells" 1
"KIF5B" 0.136405181804416 0.0179761573881194 0.136363636363636 0.0179640718562874 1.57802404445175e-05 0.000821537233971778 "KIF5B" "CD3abTcells" 1
"CREM" 0.660036280125532 0.10217549543153 0.461647727272727 0.0718562874251497 2.69379003594756e-18 5.73488657295837e-16 "CREM" "CD3abTcells" 1
"SRGN" 1.40722245932912 0.716572108195944 0.791193181818182 0.48502994011976 2.39559854758417e-12 3.32096812608121e-10 "SRGN" "CD3abTcells" 1
"DDIT4" 0.487263045445873 0.191570353001113 0.403409090909091 0.149700598802395 1.98372803786849e-08 1.66549335686396e-06 "DDIT4" "CD3abTcells" 1
"RPS24" 3.77912916520122 2.94813759135938 0.992897727272727 0.910179640718563 1.07525462037639e-08 9.42587175303477e-07 "RPS24" "CD3abTcells" 1
"RBP4" 0.320811287357794 0.147991068841538 0.294034090909091 0.131736526946108 0.000110734761712812 0.00464852052514135 "RBP4" "CD3abTcells" 1
"GAPDH" 2.55608277376203 1.58483340711438 0.967329545454545 0.712574850299401 8.35004062703629e-15 1.42213120507895e-12 "GAPDH" "CD3abTcells" 1
"SLC2A3" 0.346703928947108 0.167102094574984 0.309659090909091 0.107784431137725 1.49603326305654e-06 9.7998398693187e-05 "SLC2A3" "CD3abTcells" 1
"CD69" 1.14866768883068 0.242456926109059 0.688920454545455 0.197604790419162 3.1217423439471e-26 1.24058040748458e-23 "CD69" "CD3abTcells" 1
"CLEC2B" 0.432419638680696 0.214178750638009 0.379261363636364 0.18562874251497 1.36439143430496e-05 0.000732715075665932 "CLEC2B" "CD3abTcells" 1
"ARHGDIB" 1.36752644494706 1.07048642892502 0.849431818181818 0.62874251497006 0.000901184723481886 0.0274079700850792 "ARHGDIB" "CD3abTcells" 1
"MGST1" 0.247019952673951 0.108007764561991 0.230113636363636 0.0898203592814371 0.000195155580100295 0.00743337005097675 "MGST1" "CD3abTcells" 1
"LDHB" 0.723589995486937 0.378036880956873 0.569602272727273 0.29940119760479 1.3960579398339e-08 1.1804115431702e-06 "LDHB" "CD3abTcells" 1
"RP11-96H19.1" 0.00142807092371436 0.0267509783841048 0.00142045454545455 0.0239520958083832 0.000536817052520161 0.0173911220112646 "RP11-96H19.1" "CD3abTcells" -1
"RP11-446N19.1" 0.00427148240144986 0.0465649355674548 0.00426136363636364 0.0419161676646707 3.83775530552246e-05 0.00187059232456375 "RP11-446N19.1" "CD3abTcells" -1
"TUBA1B" 0.694446682832103 0.348966193514176 0.511363636363636 0.263473053892216 7.62951266703291e-07 5.227531610136e-05 "TUBA1B" "CD3abTcells" 1
"NR4A1" 0.082161212947102 0.0119402918424783 0.078125 0.0119760479041916 0.00191270779598896 0.0499875036720667 "NR4A1" "CD3abTcells" 1
"EIF4B" 0.372322466592176 0.22926351832356 0.362215909090909 0.18562874251497 4.36773800620622e-05 0.00205818863675852 "EIF4B" "CD3abTcells" 1
"HNRNPA1" 2.63964012820937 1.2301399106342 0.977272727272727 0.676646706586826 3.05364475543678e-32 1.82027763871586e-29 "HNRNPA1" "CD3abTcells" 1
"RPS26" 3.77880850802232 3.19381652998972 0.997159090909091 0.958083832335329 7.88697363736662e-06 0.000444121456429674 "RPS26" "CD3abTcells" 1
"RPL41" 15.296711397885 13.7121033412792 1 0.994011976047904 1.1890729571753e-05 0.00064436944524745 "RPL41" "CD3abTcells" 1
"NACA" 2.29374774542785 1.54123944979811 0.955965909090909 0.730538922155689 5.89943424414551e-12 7.482239899862e-10 "NACA" "CD3abTcells" 1
"IFNG" 0.372941828823575 0.0569838550195087 0.205965909090909 0.0359281437125748 2.97870196967484e-07 2.19210400509034e-05 "IFNG" "CD3abTcells" 1
"LYZ" 0.160866040290387 0.0077632116924319 0.153409090909091 0.00598802395209581 2.92916058210061e-07 2.16903431427351e-05 "LYZ" "CD3abTcells" 1
"BTG1" 2.31553517075785 1.07658035133675 0.938920454545455 0.640718562874252 2.5464223318474e-22 7.06010396285691e-20 "BTG1" "CD3abTcells" 1
"SLC25A3" 0.482035170446694 0.252927185928445 0.457386363636364 0.209580838323353 1.71524936508803e-06 0.000111136972448802 "SLC25A3" "CD3abTcells" 1
"ACACB" 0.00427371542520884 0.036524018643378 0.00426136363636364 0.029940119760479 0.00176247954413157 0.0472186092699697 "ACACB" "CD3abTcells" -1
"RPL6" 4.75591246810575 3.54442782110039 1 0.922155688622755 3.06979592573848e-12 4.15887579848343e-10 "RPL6" "CD3abTcells" 1
"RPLP0" 3.2944262233907 2.07982002943685 0.980113636363636 0.796407185628742 1.55963897212716e-15 2.81727512510605e-13 "RPLP0" "CD3abTcells" 1
"TMEM120B" 0.052671726684809 0.151002681493422 0.0525568181818182 0.119760479041916 0.00131994898002092 0.0372019662879654 "TMEM120B" "CD3abTcells" -1
"VPS37B" 0.181732610411497 0.0119680691913974 0.177556818181818 0.00598802395209581 2.07280366039777e-08 1.72810945729106e-06 "VPS37B" "CD3abTcells" 1
"UBC" 1.19140922233437 0.851307167884279 0.782670454545455 0.514970059880239 1.37749579402309e-05 0.000736435195351714 "UBC" "CD3abTcells" 1
"RPL21" 11.1718323010826 8.94720246069903 1 0.994011976047904 1.14296197966714e-10 1.29775168777063e-08 "RPL21" "CD3abTcells" 1
"ATP5EP2" 0.0610174193492052 0.202715357882999 0.0610795454545455 0.173652694610778 6.17817915222305e-07 4.28234022400019e-05 "ATP5EP2" "CD3abTcells" -1
"HSPH1" 0.0993406735727901 0.0126752918299542 0.0980113636363636 0.0119760479041916 0.000318140731057259 0.0115636396209288 "HSPH1" "CD3abTcells" 1
"ELF1" 0.227316720987845 0.0819787291415588 0.217329545454545 0.0778443113772455 6.27880468728084e-05 0.0027814536904833 "ELF1" "CD3abTcells" 1
"RGCC" 0.237067388230616 0.0795445462960923 0.208806818181818 0.0598802395209581 9.38413021617495e-06 0.000520360932266222 "RGCC" "CD3abTcells" 1
"TPT1" 9.74464905045668 4.79406605201255 1 0.934131736526946 1.28043357033551e-46 8.97960530914116e-44 "TPT1" "CD3abTcells" 1
"ITM2B" 0.870355746759211 0.627763581086814 0.696022727272727 0.437125748502994 0.000171246419493011 0.00669376987933009 "ITM2B" "CD3abTcells" 1
"INTS6" 0.281339645285916 0.0825510784646498 0.268465909090909 0.0778443113772455 5.67715598718394e-07 3.95807331457351e-05 "INTS6" "CD3abTcells" 1
"GPR183" 0.203296154752486 0.0708896220014162 0.1875 0.0598802395209581 8.26699261698038e-05 0.00349500304892341 "GPR183" "CD3abTcells" 1
"FAM177A1" 0.246941182966331 0.0996739617926858 0.231534090909091 0.0898203592814371 7.18700349705991e-05 0.00310447303231697 "FAM177A1" "CD3abTcells" 1
"NFKBIA" 0.814968722150453 0.163767768800429 0.580965909090909 0.119760479041916 5.78539995005324e-23 1.6822814196228e-20 "NFKBIA" "CD3abTcells" 1
"GPX2" 0.157888070028722 0.0464093818822326 0.154829545454545 0.0419161676646707 0.000174954317103695 0.00679415429482166 "GPX2" "CD3abTcells" 1
"SRSF5" 0.654621591144481 0.397947548941858 0.553977272727273 0.323353293413174 3.07376110657021e-05 0.00154621856171013 "SRSF5" "CD3abTcells" 1
"ENTPD5" 0.0056490369037813 0.0392640070740532 0.00568181818181818 0.0359281437125748 0.000934377877262565 0.0279890780219204 "ENTPD5" "CD3abTcells" -1
"FOS" 0.832494462953431 0.420681133564169 0.481534090909091 0.161676646706587 5.25685787297452e-12 6.88706149028597e-10 "FOS" "CD3abTcells" 1
"NDUFB1" 0.284486112364256 0.814016777988993 0.276988636363636 0.497005988023952 1.72376323046592e-12 2.44651252781127e-10 "NDUFB1" "CD3abTcells" -1
"SERPINA1" 1.79399553615013 1.19574576667946 0.911931818181818 0.622754491017964 1.47349864971451e-09 1.46392090849137e-07 "SERPINA1" "CD3abTcells" 1
"PPP2R5C" 0.507604302587502 0.261499299528692 0.4375 0.227544910179641 1.54351623411653e-05 0.000810652006305604 "PPP2R5C" "CD3abTcells" 1
"HSP90AA1" 1.46613498115251 0.655196305603094 0.799715909090909 0.467065868263473 4.1260415049798e-14 6.55875557631589e-12 "HSP90AA1" "CD3abTcells" 1
"EIF5" 0.326760892984753 0.072177311703772 0.306818181818182 0.0598802395209581 1.45376587893921e-10 1.63507517063333e-08 "EIF5" "CD3abTcells" 1
"C14orf2" 0.417302530074298 0.624311334282713 0.404829545454545 0.48502994011976 0.000422628011797576 0.0142903605457929 "C14orf2" "CD3abTcells" -1
"CRIP1" 0.25868672651018 0.498564893443794 0.238636363636364 0.329341317365269 0.00117695785978059 0.0338929748896236 "CRIP1" "CD3abTcells" -1
"IGHA1" 0.288695529402568 0.074245086197506 0.274147727272727 0.0479041916167665 9.97949248048535e-10 1.0168846953192e-07 "IGHA1" "CD3abTcells" 1
"NOP10" 0.190537585796545 0.368312887769586 0.1875 0.29940119760479 0.000204532506980498 0.00776572149115126 "NOP10" "CD3abTcells" -1
"PPIB" 0.372394800363217 0.209340200844325 0.356534090909091 0.173652694610778 1.45675432702547e-05 0.00077533147708918 "PPIB" "CD3abTcells" 1
"RPL4" 2.62778126039375 1.35114998671281 0.970170454545455 0.694610778443114 4.30312562624113e-24 1.46576753474419e-21 "RPL4" "CD3abTcells" 1
